135,713
135,712
135,711
135,710
135,709
135,708
136,714
136,713
136,708
137,715
137,714
137,708
138,715
138,709
139,716
139,715
139,710
139,709
140,717
140,716
140,710
141,718
141,717
141,711
141,710
142,719
142,718
142,712
142,711
143,720
143,719
143,713
143,712
144,721
144,720
144,714
144,713
145,722
145,721
145,715
145,714
146,723
146,722
146,716
146,715
147,724
147,723
147,717
147,716
148,725
148,724
148,718
148,717
149,726
149,725
149,719
149,718
150,727
150,726
150,720
150,719
151,728
151,727
151,721
151,720
152,729
152,728
152,722
152,721
153,730
153,729
153,722
154,732
154,731
154,730
154,723
154,722
155,734
155,733
155,732
155,724
156,738
156,737
156,736
156,735
156,724
157,741
157,740
157,739
157,724
158,745
158,744
158,743
158,742
158,733
158,724
159,748
159,747
159,746
159,729
159,728
159,727
159,723
160,751
160,750
160,749
160,723
160,722
161,753
161,752
161,738
161,737
161,736
161,735
161,734
161,733
161,722
162,755
162,754
162,753
162,741
162,740
162,739
162,733
162,722
162,721
163,757
163,756
163,755
163,744
163,743
163,742
163,733
163,721
164,758
164,757
164,747
164,746
164,745
164,734
164,720
165,759
165,758
165,750
165,749
165,748
165,735
165,734
165,720
166,760
166,759
166,752
166,751
166,735
166,720
167,761
167,760
167,754
167,753
167,752
167,736
167,735
167,729
167,728
167,727
167,726
167,725
167,720
168,762
168,761
168,755
168,754
168,737
168,736
168,730
168,729
168,725
168,720
169,762
169,756
169,755
169,737
169,731
169,730
169,725
169,720
170,763
170,762
170,757
170,756
170,738
170,737
170,732
170,731
170,725
170,720
171,763
171,758
171,757
171,739
171,738
171,733
171,732
171,725
171,720
172,763
172,758
172,739
172,733
172,726
172,725
172,720
173,763
173,758
173,740
173,739
173,734
173,733
173,726
173,721
174,763
174,758
174,741
174,740
174,735
174,734
174,727
174,726
174,721
175,764
175,759
175,741
175,735
175,728
175,727
175,722
176,764
176,759
176,742
176,741
176,736
176,735
176,728
176,722
177,764
177,759
177,743
177,742
177,737
177,736
177,728
177,723
178,764
178,759
178,743
178,737
178,729
178,723
179,764
179,759
179,744
179,743
179,738
179,737
179,729
179,724
180,764
180,759
180,745
180,744
180,739
180,738
180,730
180,724
181,764
181,759
181,745
181,739
181,730
181,725
181,724
182,764
182,759
182,746
182,745
182,740
182,739
182,731
182,730
182,725
183,764
183,759
183,747
183,746
183,741
183,740
183,731
183,726
183,725
184,764
184,759
184,747
184,741
184,732
184,726
185,764
185,759
185,748
185,747
185,742
185,741
185,732
185,727
185,726
186,764
186,759
186,748
186,743
186,742
186,733
186,727
187,764
187,759
187,749
187,748
187,743
187,733
187,728
187,727
188,763
188,759
188,750
188,749
188,744
188,743
188,734
188,733
188,728
189,763
189,758
189,751
189,750
189,745
189,744
189,734
189,729
189,728
190,763
190,758
190,751
190,745
190,735
190,729
191,763
191,758
191,752
191,751
191,746
191,745
191,735
191,730
191,729
192,763
192,758
192,753
192,752
192,747
192,746
192,736
192,730
193,763
193,758
193,754
193,753
193,748
193,747
193,736
193,731
193,730
194,763
194,758
194,754
194,748
194,736
194,731
195,763
195,758
195,755
195,754
195,749
195,748
195,737
195,731
196,763
196,758
196,757
196,756
196,755
196,750
196,749
196,737
196,732
197,762
197,757
197,751
197,750
197,738
197,732
198,762
198,751
198,738
198,733
199,762
199,752
199,751
199,738
199,733
200,762
200,753
200,752
200,739
200,734
201,762
201,754
201,753
201,739
201,734
202,762
202,755
202,754
202,740
202,734
203,761
203,756
203,755
203,740
203,735
204,761
204,756
204,740
204,735
205,761
205,756
205,740
205,735
206,761
206,756
206,741
206,736
207,761
207,756
207,741
207,736
208,761
208,756
208,741
208,736
209,761
209,756
209,742
209,736
210,761
210,756
210,742
210,737
211,761
211,756
211,742
211,737
212,761
212,756
212,742
212,737
213,761
213,755
213,742
213,737
214,760
214,755
214,743
214,738
215,760
215,755
215,754
215,743
215,738
216,760
216,759
216,754
216,753
216,743
216,738
217,759
217,753
217,752
217,743
217,738
218,759
218,758
218,752
218,751
218,743
218,738
219,758
219,757
219,751
219,750
219,744
219,743
219,738
220,757
220,750
220,749
220,748
220,746
220,745
220,744
220,738
221,757
221,756
221,748
221,747
221,738
222,756
222,755
222,743
