75
1000
343,181
344,181
345,181
346,181
347,180
348,179
349,178
350,176
351,174
352,173
353,172
354,171
355,170
356,170
357,170
358,170
359,170
360,169
361,168
362,168
363,167
364,166
365,163
366,161
367,158
368,156
369,155
370,154
371,153
372,152
373,151
374,151
375,149
376,148
377,147
378,146
379,145
380,144
381,143
382,142
383,142
384,141
385,141
386,140
387,139
388,138
389,137
390,135
391,134
392,133
393,130
394,129
395,128
396,127
397,127
398,126
399,126
400,125
401,124
402,123
403,122
404,122
405,121
406,121
407,121
408,120
409,120
410,120
411,119
412,119
413,118
414,117
415,116
416,116
417,116
