638.000000,20.000000
638.027587,20.000003
638.055175,20.000007
638.082762,20.000010
638.110349,20.000013
638.137936,20.000017
638.165523,20.000020
638.193109,20.000023
638.220695,20.000026
638.248281,20.000029
638.275867,20.000032
638.303452,20.000034
638.331037,20.000037
638.358621,20.000039
638.386204,20.000041
638.413787,20.000042
638.441370,20.000044
638.468951,20.000045
638.496532,20.000046
638.524113,20.000047
638.551692,20.000048
638.579271,20.000048
638.606849,20.000047
638.634426,20.000047
638.662001,20.000046
638.689576,20.000045
638.717150,20.000043
638.744723,20.000041
638.772295,20.000039
638.799865,20.000036
638.827435,20.000032
638.855003,20.000028
638.882569,20.000024
638.910135,20.000019
638.937699,20.000014
638.965262,20.000008
638.992823,20.000002
639.020383,19.999995
639.047941,19.999987
639.075498,19.999979
639.103053,19.999971
639.130607,19.999963
639.158159,19.999954
639.185710,19.999945
639.213259,19.999936
639.240807,19.999927
639.268354,19.999919
639.295899,19.999910
639.323443,19.999902
639.350986,19.999894
639.378527,19.999886
639.406067,19.999879
639.433605,19.999873
639.461142,19.999867
639.488678,19.999862
639.516213,19.999858
639.543746,19.999855
639.571278,19.999852
639.598808,19.999851
639.626338,19.999851
639.653866,19.999852
639.681393,19.999854
639.708919,19.999858
639.736443,19.999863
639.763966,19.999870
639.791488,19.999878
639.819009,19.999888
639.846529,19.999899
639.874048,19.999913
639.901565,19.999928
639.929081,19.999946
639.956596,19.999965
639.984110,19.999987
640.011623,20.000010
640.039135,20.000036
640.066646,20.000064
640.094156,20.000093
640.121664,20.000124
640.149172,20.000155
640.176678,20.000187
640.204183,20.000220
640.231687,20.000252
640.259190,20.000285
640.286692,20.000316
640.314193,20.000347
640.341692,20.000377
640.369191,20.000406
640.396688,20.000433
640.424184,20.000457
640.451679,20.000480
640.479173,20.000500
640.506666,20.000517
640.534158,20.000531
640.561648,20.000541
640.589138,20.000548
640.616626,20.000551
640.644113,20.000549
640.671599,20.000542
640.699083,20.000531
640.726567,20.000514
640.754049,20.000492
640.781530,20.000464
640.809010,20.000430
640.836489,20.000390
640.863967,20.000343
640.891443,20.000288
640.918919,20.000227
640.946393,20.000158
640.973866,20.000081
641.001337,19.999996
641.028808,19.999902
641.056277,19.999802
641.083745,19.999695
641.111212,19.999583
641.138678,19.999467
641.166142,19.999348
641.193606,19.999227
641.221068,19.999105
641.248529,19.998984
641.275988,19.998865
641.303447,19.998748
641.330904,19.998634
641.358361,19.998526
641.385816,19.998423
641.413269,19.998327
641.440722,19.998239
641.468173,19.998161
641.495624,19.998093
641.523073,19.998036
641.550521,19.997992
641.577968,19.997961
641.605413,19.997945
641.632857,19.997944
641.660301,19.997961
641.687743,19.997995
641.715183,19.998049
641.742623,19.998123
641.770062,19.998218
641.797499,19.998335
641.824935,19.998476
641.852370,19.998641
641.879804,19.998832
641.907237,19.999050
641.934668,19.999296
641.962098,19.999571
641.989528,19.999875
642.016956,20.000211
642.044382,20.000576
642.071808,20.000966
642.099232,20.001376
642.126656,20.001803
642.154078,20.002243
642.181499,20.002692
642.208919,20.003145
642.236337,20.003598
642.263755,20.004048
642.291171,20.004490
642.318586,20.004920
642.346000,20.005334
642.373413,20.005728
642.400825,20.006098
642.428236,20.006440
642.455645,20.006749
642.483053,20.007022
642.510460,20.007254
642.537866,20.007442
642.565271,20.007581
642.592674,20.007667
642.620077,20.007696
642.647478,20.007664
642.674878,20.007567
642.702277,20.007401
642.729674,20.007162
642.757071,20.006845
642.784466,20.006447
642.811861,20.005963
642.839254,20.005389
642.866646,20.004722
642.894036,20.003957
642.921426,20.003090
642.948814,20.002117
642.976202,20.001034
643.003588,19.999836
643.030973,19.998525
643.058357,19.997114
643.085739,19.995617
643.113121,19.994050
643.140501,19.992428
643.167880,19.990767
643.195258,19.989081
643.222635,19.987386
643.250010,19.985698
643.277385,19.984030
643.304758,19.982400
643.332130,19.980821
643.359501,19.979310
643.386871,19.977880
643.414240,19.976549
643.441607,19.975330
643.468974,19.974239
643.496339,19.973292
643.523703,19.972503
643.551065,19.971888
643.578427,19.971462
643.605788,19.971241
643.633147,19.971238
643.660505,19.971471
643.687862,19.971954
643.715218,19.972702
643.742572,19.973730
643.769926,19.975055
643.797278,19.976690
643.824629,19.978651
643.851979,19.980954
643.879328,19.983614
643.906675,19.986645
643.934022,19.990064
643.961367,19.993886
643.988711,19.998125
644.016054,20.002794
644.043396,20.007868
644.070736,20.013292
644.098076,20.019008
644.125414,20.024960
644.152751,20.031090
644.180087,20.037343
644.207421,20.043661
644.234755,20.049988
644.262087,20.056267
644.289419,20.062440
644.316749,20.068452
644.344078,20.074246
644.371406,20.079765
644.398732,20.084952
644.426058,20.089750
644.453382,20.094103
644.480705,20.097953
644.508027,20.101245
644.535348,20.103921
644.562668,20.105925
644.589987,20.107200
644.617305,20.107688
644.644621,20.107334
644.671936,20.106081
644.699251,20.103872
644.726564,20.100649
644.753876,20.096358
644.781186,20.090939
644.808496,20.084338
644.835805,20.076496
644.863112,20.067358
644.890419,20.056867
644.917724,20.044965
644.945028,20.031597
644.972332,20.016705
644.999634,20.000232
645.026935,19.982146
645.054234,19.962510
645.081533,19.941414
645.108831,19.918947
645.136127,19.895199
645.163423,19.870260
645.190717,19.844218
645.218010,19.817164
645.245303,19.789187
645.272594,19.760376
645.299884,19.730821
645.327172,19.700611
645.354460,19.669836
645.381747,19.638585
645.409032,19.606949
645.436316,19.575015
645.463600,19.542875
645.490882,19.510617
645.518163,19.478330
645.545442,19.446106
645.572721,19.414031
645.599999,19.382198
645.627275,19.350694
645.654550,19.319609
645.681824,19.289033
645.709097,19.259056
645.736369,19.229766
645.763640,19.201254
645.790909,19.173609
645.818178,19.146920
645.845445,19.121276
645.872711,19.096769
645.899976,19.073485
645.927240,19.051517
645.954502,19.030952
645.981764,19.011880
646.009024,18.994390
646.036283,18.978517
646.063541,18.964209
646.090798,18.951411
646.118054,18.940062
646.145308,18.930107
646.172562,18.921488
646.199814,18.914147
646.227065,18.908026
646.254314,18.903069
646.281563,18.899216
646.308811,18.896411
646.336057,18.894597
646.363302,18.893714
646.390546,18.893707
646.417789,18.894517
646.445031,18.896087
646.472272,18.898359
646.499511,18.901275
646.526749,18.904779
646.553986,18.908812
646.581222,18.913316
646.608457,18.918235
646.635691,18.923510
646.662923,18.929085
646.690155,18.934900
646.717385,18.940900
646.744614,18.947026
646.771842,18.953220
646.799069,18.959426
646.826295,18.965585
646.853519,18.971639
646.880743,18.977532
646.907965,18.983206
646.935186,18.988603
646.962406,18.993665
646.989625,18.998335
647.016842,19.002559
647.044059,19.006323
647.071274,19.009648
647.098489,19.012551
647.125702,19.015054
647.152914,19.017175
647.180125,19.018934
647.207334,19.020350
647.234543,19.021444
647.261750,19.022233
647.288957,19.022738
